@relation creditos

@attribute nivelRenta {alto,medio,bajo}
@attribute patrimonio {alto,medio,bajo}
@attribute tamanoCredito REAL
@attribute edadPeticionario REAL
@attribute numeroHijos REAL
@attribute funcionario {si,no}
@attribute nivelEstudios {ninguno,licenciatura,posgrado}
@attribute autorizo {si,no}

@data
medio,bajo,8000,30,2,si,ninguno,si
alto,medio,46000,56,1,si,licenciatura,si
bajo,bajo,49000,48,5,no,licenciatura,no
alto,alto,66000,48,0,si,posgrado,si
bajo,bajo,37000,44,5,si,ninguno,no
medio,medio,43000,28,1,si,licenciatura,si
bajo,bajo,13000,25,5,no,ninguno,no
bajo,bajo,34000,33,5,si,ninguno,si
medio,medio,41000,30,0,si,posgrado,si
alto,alto,68000,35,1,si,posgrado,si
medio,medio,47000,57,1,no,posgrado,no
bajo,bajo,45000,32,6,no,ninguno,no
medio,medio,66000,56,2,si,licenciatura,si
bajo,bajo,37000,39,4,no,ninguno,no
bajo,bajo,3000,60,6,no,posgrado,no
alto,medio,80000,48,0,si,licenciatura,si
alto,alto,60000,45,0,si,licenciatura,si
bajo,bajo,42000,47,5,no,ninguno,no
alto,alto,56000,39,2,si,licenciatura,si
medio,medio,64000,23,1,si,posgrado,si
alto,medio,48000,26,2,si,licenciatura,si
bajo,bajo,31000,28,4,si,ninguno,no
bajo,bajo,9000,38,6,no,ninguno,no
alto,alto,87000,31,1,si,licenciatura,si
bajo,bajo,43000,42,5,si,licenciatura,si
alto,alto,51000,46,1,si,licenciatura,si
bajo,medio,47000,50,2,si,licenciatura,no
bajo,bajo,36000,32,6,si,ninguno,no
alto,medio,49000,56,2,no,licenciatura,no
alto,alto,52000,37,1,si,posgrado,si
bajo,bajo,31000,44,5,si,licenciatura,si
bajo,bajo,2000,24,5,no,ninguno,no
bajo,bajo,48000,27,5,no,ninguno,no
alto,alto,72000,48,2,no,posgrado,si
medio,bajo,49000,50,2,si,licenciatura,no
medio,medio,64000,53,2,si,posgrado,si
bajo,bajo,48000,53,6,si,ninguno,no
medio,alto,61000,37,2,si,posgrado,si
bajo,bajo,38000,50,5,si,posgrado,no
alto,medio,57000,26,0,no,ninguno,si
bajo,bajo,49000,36,4,si,ninguno,no
bajo,bajo,27000,39,5,si,ninguno,no
bajo,bajo,19000,23,5,no,ninguno,no
bajo,bajo,27000,44,6,no,licenciatura,si
bajo,bajo,21000,27,5,si,licenciatura,no
alto,alto,93000,26,2,no,posgrado,no
bajo,medio,55000,29,1,no,licenciatura,no
bajo,bajo,26000,49,4,si,licenciatura,no
medio,medio,74000,59,2,no,ninguno,si
medio,medio,32000,31,0,si,licenciatura,si
bajo,bajo,14000,31,5,no,posgrado,no
medio,medio,72000,59,0,si,posgrado,no
bajo,bajo,14000,33,5,no,ninguno,si
alto,alto,96000,53,1,si,posgrado,si
alto,alto,53000,44,0,si,posgrado,si
medio,medio,39000,59,1,no,ninguno,si
alto,alto,90000,28,0,no,ninguno,si
medio,medio,65000,26,2,si,licenciatura,si
medio,medio,52000,59,2,si,posgrado,si
medio,medio,76000,27,2,si,licenciatura,si
bajo,bajo,2000,47,4,si,licenciatura,no
alto,alto,86000,45,0,si,posgrado,si
bajo,bajo,2000,25,4,si,ninguno,si
bajo,bajo,3000,31,5,si,posgrado,no
alto,alto,90000,54,1,no,licenciatura,no
bajo,medio,38000,42,0,si,licenciatura,si
medio,bajo,44000,57,0,si,licenciatura,no
bajo,bajo,37000,54,6,no,licenciatura,no
alto,alto,97000,49,0,si,licenciatura,si
bajo,bajo,1000,36,5,no,ninguno,no
bajo,bajo,21000,26,6,no,ninguno,no
bajo,bajo,23000,55,5,si,posgrado,no
medio,medio,76000,41,2,no,licenciatura,no
bajo,bajo,18000,32,5,no,ninguno,si
medio,alto,74000,33,2,si,posgrado,si
bajo,bajo,4000,56,4,no,ninguno,no
medio,medio,52000,23,0,si,licenciatura,si
alto,medio,31000,53,0,no,licenciatura,si
medio,alto,68000,57,2,si,posgrado,si
alto,alto,52000,41,2,si,posgrado,si
bajo,bajo,41000,28,4,si,ninguno,no
bajo,bajo,32000,32,6,si,ninguno,si
bajo,bajo,28000,21,6,si,ninguno,si
medio,alto,96000,53,1,no,posgrado,si
alto,alto,77000,21,1,si,posgrado,si
bajo,bajo,27000,27,4,si,licenciatura,no
alto,alto,65000,46,1,si,ninguno,si
medio,medio,35000,21,2,si,licenciatura,si
alto,alto,83000,57,0,si,posgrado,si
alto,medio,56000,35,0,si,licenciatura,si
medio,bajo,45000,23,0,no,ninguno,si
alto,medio,31000,32,0,no,ninguno,si
alto,alto,92000,42,1,si,posgrado,si
alto,alto,80000,34,2,si,posgrado,si
medio,medio,34000,39,1,no,ninguno,si
alto,alto,78000,36,1,si,licenciatura,si
medio,bajo,20000,50,0,si,licenciatura,si
bajo,bajo,7000,42,5,si,licenciatura,no
medio,medio,30000,48,2,no,licenciatura,no
medio,bajo,51000,49,0,si,licenciatura,no
medio,bajo,44000,22,2,no,ninguno,si
medio,alto,96000,57,0,si,posgrado,si
medio,bajo,41000,36,1,no,licenciatura,no
alto,medio,44000,44,0,si,licenciatura,no
bajo,bajo,41000,34,6,si,ninguno,no
bajo,bajo,48000,51,5,si,licenciatura,si
alto,medio,62000,41,1,si,posgrado,no
alto,alto,54000,24,1,no,posgrado,si
medio,alto,99000,34,2,si,ninguno,si
bajo,bajo,21000,44,4,no,licenciatura,no
alto,alto,90000,29,1,si,posgrado,si
bajo,bajo,2000,51,5,no,ninguno,no
medio,medio,41000,21,2,si,licenciatura,no
medio,bajo,27000,43,1,no,ninguno,no
bajo,medio,80000,32,0,si,posgrado,si
bajo,medio,66000,21,1,si,posgrado,si
alto,medio,40000,41,0,si,posgrado,si
alto,alto,71000,60,1,si,posgrado,si
alto,alto,64000,45,0,si,posgrado,si
medio,medio,77000,32,1,si,licenciatura,si
bajo,bajo,43000,40,4,si,ninguno,no
medio,medio,54000,42,1,no,posgrado,no
bajo,medio,49000,55,0,no,ninguno,si
medio,medio,54000,26,0,no,posgrado,si
bajo,bajo,28000,59,5,si,licenciatura,no
medio,medio,39000,36,2,si,posgrado,no
alto,alto,54000,56,2,si,licenciatura,si
bajo,bajo,21000,49,5,si,licenciatura,si
medio,bajo,41000,25,2,no,ninguno,si
alto,alto,69000,26,2,si,posgrado,si
medio,medio,73000,29,0,si,licenciatura,si
bajo,bajo,45000,39,5,si,licenciatura,no
bajo,bajo,16000,33,4,si,licenciatura,no
alto,alto,66000,43,1,si,posgrado,si
alto,alto,59000,46,0,si,licenciatura,si
bajo,bajo,2000,24,5,no,ninguno,no
medio,medio,42000,24,1,no,posgrado,si
bajo,bajo,24000,50,5,si,licenciatura,si
alto,alto,62000,42,1,si,posgrado,si
bajo,bajo,47000,41,4,si,ninguno,si
bajo,bajo,50000,55,6,si,ninguno,no
medio,alto,66000,20,1,si,posgrado,si
bajo,bajo,3000,37,6,no,licenciatura,no
alto,alto,56000,35,2,si,licenciatura,si
alto,alto,92000,58,0,si,posgrado,si
alto,alto,86000,44,1,si,licenciatura,si
alto,alto,53000,27,0,no,posgrado,si
medio,medio,57000,22,1,si,licenciatura,si
alto,alto,50000,21,1,si,licenciatura,no
alto,alto,60000,21,0,si,posgrado,si
alto,medio,31000,46,0,si,licenciatura,si
medio,bajo,21000,47,0,si,licenciatura,si
medio,alto,63000,27,1,si,licenciatura,si
bajo,bajo,27000,32,5,no,ninguno,no
alto,alto,56000,22,2,no,licenciatura,si
alto,alto,88000,39,1,si,posgrado,si
bajo,bajo,5000,45,6,si,ninguno,no
bajo,bajo,25000,47,6,si,ninguno,no
alto,alto,91000,48,0,no,posgrado,si
medio,medio,42000,34,2,si,licenciatura,no
medio,medio,53000,20,0,si,licenciatura,si
bajo,medio,64000,46,2,si,licenciatura,no
bajo,bajo,9000,30,5,si,licenciatura,no
bajo,bajo,15000,45,6,si,licenciatura,no
bajo,bajo,4000,54,4,si,licenciatura,no
alto,alto,97000,50,0,si,posgrado,no
medio,alto,66000,51,0,si,posgrado,si
alto,alto,100000,33,2,si,posgrado,si
medio,bajo,30000,32,2,si,posgrado,si
bajo,bajo,8000,34,4,si,licenciatura,si
bajo,bajo,46000,31,4,si,posgrado,no
medio,bajo,31000,30,2,no,licenciatura,no
bajo,bajo,17000,36,5,si,ninguno,no
medio,medio,57000,20,0,si,licenciatura,si
medio,bajo,2000,45,2,no,ninguno,no
bajo,bajo,13000,40,5,si,licenciatura,no
alto,medio,42000,48,2,si,posgrado,si
bajo,bajo,45000,59,4,no,ninguno,no
bajo,bajo,18000,46,5,no,ninguno,no
bajo,bajo,7000,34,4,si,posgrado,no
bajo,bajo,26000,41,5,no,ninguno,no
medio,medio,78000,58,2,si,licenciatura,si
bajo,medio,58000,25,0,no,licenciatura,no
medio,medio,59000,56,2,si,licenciatura,no
alto,medio,68000,22,1,si,posgrado,si
alto,medio,48000,56,2,si,licenciatura,no
alto,alto,86000,58,0,si,posgrado,si
alto,alto,64000,26,2,si,licenciatura,si
bajo,bajo,5000,23,4,no,ninguno,no
medio,medio,49000,52,0,si,licenciatura,si
bajo,bajo,21000,57,5,si,ninguno,no
bajo,bajo,24000,58,5,si,ninguno,no
medio,bajo,27000,24,0,si,licenciatura,no
medio,alto,58000,41,1,si,licenciatura,si
bajo,medio,51000,23,1,si,licenciatura,si
bajo,bajo,21000,23,5,si,ninguno,si
alto,alto,78000,21,2,si,posgrado,si
medio,medio,33000,41,1,si,licenciatura,si
medio,bajo,17000,55,2,si,licenciatura,si
alto,medio,38000,33,1,si,licenciatura,si
alto,alto,79000,46,2,si,licenciatura,no
medio,medio,77000,52,0,si,posgrado,si
bajo,bajo,31000,55,6,no,ninguno,no
medio,medio,53000,48,2,si,ninguno,no
alto,alto,94000,38,0,si,posgrado,si
alto,alto,84000,47,0,si,posgrado,si
bajo,bajo,19000,49,5,no,ninguno,si
bajo,bajo,32000,30,5,no,posgrado,no
medio,alto,95000,33,2,no,licenciatura,no
alto,alto,66000,30,2,no,licenciatura,si
bajo,bajo,9000,51,6,si,licenciatura,no
bajo,bajo,3000,44,6,si,ninguno,no
bajo,bajo,49000,49,4,si,licenciatura,no
alto,alto,76000,56,0,si,licenciatura,si
alto,alto,70000,59,2,no,ninguno,si
alto,medio,72000,53,2,no,licenciatura,no
bajo,bajo,41000,21,4,si,ninguno,si
alto,alto,64000,33,2,si,posgrado,si
alto,alto,62000,25,0,si,posgrado,si
medio,medio,73000,20,2,si,posgrado,si
alto,alto,65000,40,0,no,posgrado,si
bajo,bajo,2000,53,6,no,licenciatura,no
alto,alto,62000,44,1,no,licenciatura,si
medio,medio,75000,46,2,si,ninguno,no
bajo,bajo,20000,23,5,si,ninguno,si
alto,alto,59000,44,2,si,posgrado,si
alto,alto,76000,35,0,si,licenciatura,si
medio,medio,68000,43,1,si,posgrado,si
alto,alto,89000,56,1,si,licenciatura,si
bajo,bajo,3000,56,5,si,ninguno,no
alto,alto,98000,31,0,si,posgrado,si
bajo,bajo,19000,29,5,no,ninguno,no
medio,bajo,2000,45,1,si,ninguno,no
medio,bajo,46000,26,1,no,ninguno,no
bajo,bajo,42000,50,6,si,ninguno,no
alto,alto,59000,45,1,si,posgrado,si
bajo,bajo,39000,47,4,si,posgrado,no
medio,alto,87000,58,2,si,licenciatura,no
bajo,bajo,2000,59,4,si,licenciatura,no
medio,alto,100000,49,1,no,posgrado,si
alto,alto,94000,55,1,no,posgrado,si
bajo,bajo,43000,44,5,no,ninguno,no
bajo,bajo,46000,49,6,si,ninguno,no
medio,medio,41000,40,2,si,licenciatura,no
alto,alto,71000,33,0,si,licenciatura,si
bajo,bajo,1000,32,6,no,licenciatura,no
bajo,medio,35000,37,2,si,licenciatura,si
bajo,bajo,38000,37,4,si,ninguno,no
medio,medio,73000,52,2,si,licenciatura,si
bajo,bajo,39000,43,5,si,ninguno,si
alto,alto,95000,23,0,no,posgrado,si
bajo,bajo,11000,40,6,no,licenciatura,no
alto,alto,82000,57,0,no,posgrado,si
bajo,bajo,37000,49,5,si,ninguno,no
medio,bajo,14000,56,0,no,ninguno,no
bajo,bajo,45000,37,4,si,licenciatura,si
medio,alto,71000,46,1,si,posgrado,si
alto,alto,86000,35,2,si,posgrado,si
alto,alto,69000,56,0,si,posgrado,si
alto,medio,72000,43,2,si,licenciatura,si
bajo,bajo,29000,49,4,si,licenciatura,si
alto,alto,51000,56,2,si,ninguno,si
alto,alto,71000,35,0,si,ninguno,si
alto,alto,59000,28,1,si,licenciatura,si
medio,alto,95000,49,0,si,licenciatura,si
bajo,bajo,26000,45,4,si,licenciatura,no
medio,bajo,12000,38,0,si,ninguno,no
medio,alto,63000,53,1,no,posgrado,si
alto,alto,66000,54,2,no,ninguno,si
medio,medio,47000,23,0,si,licenciatura,si
medio,bajo,51000,27,1,si,ninguno,si
bajo,bajo,34000,36,6,no,ninguno,no
medio,medio,66000,26,2,si,licenciatura,no
alto,alto,57000,20,0,si,licenciatura,si
alto,alto,81000,22,0,si,posgrado,no
alto,alto,51000,23,2,si,licenciatura,no
bajo,bajo,7000,39,5,si,ninguno,si
medio,medio,75000,50,1,si,ninguno,no
bajo,bajo,46000,44,4,no,licenciatura,no
medio,medio,34000,21,0,si,posgrado,si
bajo,bajo,44000,32,4,si,licenciatura,si
bajo,bajo,13000,34,4,no,ninguno,si
alto,medio,45000,25,2,si,licenciatura,si
medio,medio,59000,60,0,si,licenciatura,si
alto,alto,65000,26,2,si,posgrado,si
medio,medio,72000,37,1,si,licenciatura,si
bajo,medio,59000,43,1,no,ninguno,no
alto,alto,66000,48,2,si,licenciatura,no
bajo,bajo,1000,36,5,no,ninguno,no
medio,medio,55000,26,2,si,posgrado,si
alto,medio,34000,20,1,si,licenciatura,si
bajo,bajo,30000,52,5,no,ninguno,si
bajo,bajo,34000,24,4,si,ninguno,no
medio,medio,65000,57,2,si,licenciatura,no
bajo,medio,80000,23,2,no,ninguno,no
alto,alto,65000,53,2,si,posgrado,si
bajo,bajo,5000,26,5,si,licenciatura,no
bajo,medio,52000,48,0,no,licenciatura,no
alto,alto,59000,22,2,si,posgrado,si
bajo,bajo,1000,53,5,no,ninguno,no
medio,medio,78000,42,0,si,licenciatura,si
medio,medio,57000,56,0,no,ninguno,si
bajo,bajo,13000,56,6,no,ninguno,no
bajo,bajo,20000,53,4,no,ninguno,no
medio,bajo,19000,23,0,si,ninguno,no
bajo,bajo,3000,32,4,si,ninguno,no
medio,alto,74000,41,1,no,licenciatura,si
bajo,bajo,17000,43,5,no,licenciatura,no
alto,alto,100000,39,0,si,posgrado,si
alto,alto,91000,44,1,si,posgrado,no
alto,alto,65000,40,2,si,licenciatura,si
alto,alto,59000,48,0,si,posgrado,si
medio,alto,99000,51,1,si,posgrado,si
bajo,bajo,34000,50,6,si,ninguno,no
bajo,medio,76000,45,2,si,posgrado,no
bajo,bajo,11000,47,4,si,licenciatura,no
medio,medio,55000,21,0,si,posgrado,si
bajo,bajo,18000,29,4,si,licenciatura,no
bajo,bajo,21000,31,6,si,ninguno,no
alto,alto,51000,45,1,no,posgrado,si
alto,alto,76000,45,0,si,licenciatura,si
medio,alto,68000,55,2,no,posgrado,no
alto,alto,62000,38,0,si,posgrado,si
bajo,bajo,40000,59,4,si,ninguno,no
bajo,bajo,14000,24,5,si,licenciatura,no
alto,alto,89000,50,1,si,posgrado,si
medio,medio,62000,24,2,no,licenciatura,no
alto,alto,56000,31,2,si,licenciatura,si
alto,alto,96000,42,1,si,licenciatura,si
bajo,bajo,15000,42,6,no,ninguno,no
bajo,bajo,22000,28,4,no,ninguno,no
bajo,bajo,33000,31,4,si,licenciatura,si
medio,alto,85000,37,2,si,licenciatura,si
medio,alto,89000,22,2,no,posgrado,si
alto,alto,75000,27,1,si,licenciatura,si
bajo,bajo,39000,24,4,si,licenciatura,no
bajo,medio,36000,46,1,si,licenciatura,si
medio,alto,90000,21,0,no,licenciatura,no
bajo,bajo,51000,24,4,si,ninguno,no
alto,alto,89000,39,1,no,posgrado,si
alto,alto,53000,51,1,si,posgrado,si
medio,medio,67000,38,2,no,ninguno,no
alto,alto,51000,30,1,si,posgrado,si
alto,alto,94000,23,1,si,licenciatura,si
alto,alto,62000,53,2,si,posgrado,si
bajo,bajo,21000,27,6,si,licenciatura,no
medio,medio,74000,29,1,no,ninguno,no
bajo,bajo,6000,53,5,si,licenciatura,no
bajo,bajo,3000,30,5,si,ninguno,no
bajo,bajo,8000,31,5,no,ninguno,no
medio,medio,41000,27,0,si,posgrado,si
medio,medio,71000,33,0,si,licenciatura,si
medio,bajo,27000,40,0,si,licenciatura,si
medio,alto,60000,40,1,si,posgrado,si
bajo,bajo,25000,45,6,si,ninguno,no
medio,alto,51000,33,2,si,posgrado,si
bajo,bajo,48000,47,5,si,licenciatura,no
medio,medio,42000,34,2,no,licenciatura,no
alto,alto,82000,40,1,no,posgrado,no
medio,medio,49000,21,2,no,ninguno,si
medio,bajo,11000,30,0,si,ninguno,no
bajo,bajo,21000,53,5,no,ninguno,no
medio,bajo,26000,51,1,si,licenciatura,si
alto,alto,65000,60,0,no,licenciatura,si
medio,medio,79000,35,0,si,licenciatura,si
alto,alto,78000,41,0,no,posgrado,si
bajo,bajo,42000,43,6,si,licenciatura,si
bajo,bajo,51000,55,6,si,ninguno,no
bajo,bajo,35000,29,6,si,licenciatura,no
alto,medio,71000,30,1,si,licenciatura,si
medio,alto,96000,46,0,no,licenciatura,no
medio,alto,74000,52,1,si,posgrado,si
medio,bajo,29000,53,0,si,licenciatura,no
bajo,bajo,7000,46,5,si,ninguno,no
alto,alto,58000,43,2,si,posgrado,si
medio,medio,36000,42,0,si,ninguno,si
bajo,bajo,16000,22,4,no,ninguno,no
alto,alto,77000,46,2,si,licenciatura,si
alto,alto,61000,32,0,si,posgrado,si
bajo,bajo,12000,57,5,si,licenciatura,no
medio,bajo,14000,29,1,no,ninguno,si
medio,medio,38000,46,2,no,ninguno,no
bajo,medio,69000,21,1,si,licenciatura,si
alto,alto,66000,27,0,si,posgrado,si
alto,alto,97000,26,0,si,posgrado,si
bajo,bajo,13000,47,5,si,ninguno,si
bajo,bajo,34000,26,5,no,licenciatura,no
alto,alto,99000,51,0,no,licenciatura,no
alto,alto,58000,22,1,si,licenciatura,si
bajo,bajo,30000,58,4,si,ninguno,no
alto,alto,84000,20,2,si,posgrado,si
bajo,bajo,48000,35,4,no,ninguno,no
medio,bajo,26000,21,1,no,ninguno,si
medio,bajo,29000,50,1,si,licenciatura,no
medio,medio,53000,33,2,si,ninguno,no
bajo,bajo,5000,53,4,no,ninguno,no
alto,medio,38000,42,2,si,licenciatura,si
medio,medio,66000,20,0,si,licenciatura,si
alto,medio,66000,35,0,si,licenciatura,si
bajo,bajo,27000,55,4,si,licenciatura,no
bajo,medio,53000,53,2,no,ninguno,no
alto,alto,88000,47,0,si,posgrado,si
alto,alto,85000,45,2,si,posgrado,si
alto,alto,70000,60,0,si,posgrado,si
alto,alto,57000,51,0,si,posgrado,si
medio,alto,98000,50,1,si,licenciatura,si
alto,alto,86000,58,2,si,licenciatura,no
alto,alto,59000,45,2,si,posgrado,si
alto,alto,76000,53,2,si,posgrado,si
bajo,bajo,2000,53,6,no,ninguno,no
bajo,bajo,1000,44,5,no,ninguno,si
medio,alto,53000,36,1,si,licenciatura,si
bajo,bajo,36000,39,5,si,ninguno,no
bajo,bajo,11000,43,4,si,ninguno,no
alto,alto,77000,37,2,no,ninguno,si
bajo,bajo,8000,36,4,no,ninguno,no
medio,medio,76000,24,1,si,licenciatura,si
alto,alto,57000,22,1,si,posgrado,si
medio,medio,59000,60,0,si,licenciatura,no
medio,medio,61000,21,1,si,posgrado,si
bajo,bajo,39000,23,4,si,ninguno,no
medio,medio,63000,49,0,no,licenciatura,si
bajo,bajo,5000,43,6,si,licenciatura,no
medio,medio,74000,56,0,si,licenciatura,si
medio,alto,80000,59,1,si,ninguno,si
medio,bajo,37000,42,0,no,licenciatura,no
bajo,bajo,13000,30,4,si,licenciatura,no
bajo,bajo,3000,29,4,no,ninguno,no
bajo,bajo,8000,41,5,si,ninguno,no
bajo,bajo,38000,54,5,si,licenciatura,no
alto,alto,94000,59,1,si,licenciatura,no
alto,alto,56000,48,2,si,licenciatura,si
bajo,bajo,29000,52,5,no,ninguno,si
bajo,bajo,18000,59,4,si,ninguno,no
medio,alto,71000,56,0,si,posgrado,si
alto,medio,38000,24,2,no,licenciatura,si
medio,medio,33000,21,0,si,ninguno,si
alto,medio,48000,42,2,si,licenciatura,si
medio,bajo,49000,20,2,no,ninguno,si
medio,alto,74000,35,1,si,licenciatura,si
bajo,bajo,26000,50,6,no,licenciatura,no
alto,alto,82000,57,0,si,posgrado,si
medio,alto,82000,52,2,si,posgrado,no
alto,medio,59000,45,0,si,posgrado,si
alto,alto,83000,21,2,si,posgrado,si
bajo,bajo,33000,22,4,no,licenciatura,no
alto,alto,77000,23,2,si,licenciatura,si
bajo,bajo,45000,39,6,no,ninguno,no
alto,medio,63000,41,2,si,posgrado,no
medio,medio,66000,48,1,si,posgrado,no
alto,alto,89000,54,2,si,licenciatura,no
alto,alto,52000,55,0,si,posgrado,si
bajo,bajo,24000,55,6,si,licenciatura,no
medio,medio,36000,37,1,si,licenciatura,si
medio,medio,61000,54,1,si,licenciatura,si
alto,alto,63000,58,1,si,posgrado,si
bajo,bajo,47000,50,5,si,licenciatura,no
alto,alto,62000,39,1,si,posgrado,si
bajo,bajo,15000,33,6,si,ninguno,no
alto,alto,91000,50,1,no,ninguno,no
bajo,bajo,35000,28,6,no,ninguno,si
medio,medio,51000,58,2,si,ninguno,si
alto,medio,72000,55,1,si,licenciatura,no
alto,alto,71000,26,0,si,posgrado,si
bajo,bajo,34000,58,4,si,licenciatura,no
bajo,bajo,25000,55,5,si,licenciatura,no
bajo,bajo,12000,23,4,no,ninguno,no
medio,medio,36000,50,0,si,posgrado,si
bajo,medio,53000,52,0,si,licenciatura,si
bajo,bajo,28000,37,5,si,ninguno,si
bajo,bajo,5000,29,6,si,licenciatura,no
bajo,bajo,36000,56,4,si,ninguno,no
bajo,bajo,28000,60,4,si,ninguno,no
alto,medio,51000,28,1,si,posgrado,si
bajo,bajo,10000,51,6,si,licenciatura,si
bajo,bajo,4000,50,6,no,ninguno,no
alto,alto,98000,50,1,no,posgrado,no
medio,medio,68000,55,1,si,licenciatura,si
bajo,bajo,51000,27,4,si,ninguno,no
alto,alto,86000,36,0,si,posgrado,si
medio,medio,30000,53,0,si,ninguno,si
bajo,bajo,3000,28,6,si,ninguno,no
alto,medio,74000,59,1,si,licenciatura,si
bajo,bajo,26000,32,5,si,licenciatura,no
medio,alto,57000,31,2,no,posgrado,si
bajo,bajo,26000,20,6,si,ninguno,si
medio,medio,52000,54,1,si,ninguno,si
bajo,bajo,20000,60,5,si,ninguno,no
bajo,bajo,19000,33,4,si,licenciatura,no
medio,alto,81000,48,2,si,posgrado,si
alto,alto,95000,29,1,si,posgrado,si
medio,medio,31000,21,1,si,licenciatura,no
medio,medio,47000,21,1,si,posgrado,si
medio,medio,55000,39,1,si,posgrado,si
bajo,bajo,27000,43,4,si,licenciatura,no
bajo,bajo,14000,42,6,si,licenciatura,si
alto,alto,83000,50,2,si,posgrado,si
alto,alto,57000,44,1,si,posgrado,si
medio,medio,55000,25,1,si,licenciatura,no
bajo,bajo,38000,39,6,si,posgrado,si
alto,alto,92000,39,0,si,licenciatura,si
bajo,bajo,41000,43,4,si,ninguno,no
bajo,bajo,43000,58,5,si,ninguno,no
bajo,bajo,41000,25,5,no,ninguno,no
alto,alto,62000,41,2,si,posgrado,si
bajo,medio,44000,59,2,no,ninguno,no
bajo,medio,51000,32,2,no,licenciatura,no
bajo,bajo,13000,32,6,no,ninguno,no
medio,bajo,32000,20,2,si,ninguno,si
medio,medio,76000,45,0,si,posgrado,si
alto,alto,75000,56,1,no,licenciatura,si
alto,alto,52000,50,0,si,posgrado,si
bajo,bajo,20000,56,6,si,ninguno,no
medio,medio,44000,34,0,si,posgrado,si
bajo,bajo,9000,50,4,si,posgrado,no
medio,medio,55000,59,1,si,licenciatura,si
bajo,bajo,13000,41,5,no,ninguno,no
alto,alto,80000,27,1,no,licenciatura,si
alto,alto,91000,34,0,si,licenciatura,si
medio,bajo,2000,38,1,si,ninguno,si
alto,alto,79000,60,1,si,posgrado,si
bajo,bajo,3000,30,5,si,ninguno,no
alto,alto,62000,39,1,si,licenciatura,si
medio,bajo,22000,53,0,no,ninguno,si
alto,alto,91000,52,2,si,posgrado,si
alto,alto,78000,37,2,si,posgrado,si
alto,medio,63000,32,1,si,posgrado,si
alto,alto,98000,51,1,si,licenciatura,si
alto,alto,57000,44,1,si,posgrado,si
alto,alto,60000,48,2,si,licenciatura,si
alto,alto,67000,50,2,no,licenciatura,si
bajo,bajo,14000,43,4,si,ninguno,no
alto,alto,77000,45,1,si,ninguno,si
alto,alto,93000,33,1,no,licenciatura,si
medio,medio,37000,24,1,si,licenciatura,no
medio,bajo,14000,51,1,no,ninguno,si
bajo,bajo,32000,32,4,si,ninguno,no
medio,medio,68000,47,1,si,licenciatura,no
medio,alto,76000,51,1,no,posgrado,si
bajo,bajo,47000,53,6,si,licenciatura,no
alto,alto,90000,45,2,si,posgrado,no
medio,medio,63000,40,2,no,licenciatura,si
alto,alto,99000,35,2,si,licenciatura,si
alto,medio,39000,57,2,no,licenciatura,no
medio,medio,34000,34,0,si,licenciatura,si
bajo,bajo,13000,55,6,si,licenciatura,si
medio,medio,51000,59,1,si,licenciatura,no
bajo,bajo,44000,27,4,si,ninguno,no
bajo,bajo,29000,49,6,si,licenciatura,no
medio,medio,76000,40,2,no,licenciatura,si
bajo,bajo,1000,55,5,si,ninguno,no
medio,bajo,29000,30,2,no,licenciatura,no
medio,medio,79000,50,1,si,ninguno,no
alto,alto,64000,44,0,no,posgrado,si
alto,alto,92000,31,2,no,posgrado,si
bajo,bajo,23000,40,4,no,ninguno,no
alto,alto,57000,49,1,si,licenciatura,si
alto,alto,68000,23,0,si,licenciatura,si
medio,medio,67000,33,0,si,licenciatura,no
medio,medio,58000,51,0,no,ninguno,no
medio,medio,79000,56,0,si,licenciatura,si
alto,alto,90000,32,2,si,licenciatura,si
alto,medio,68000,36,1,si,licenciatura,si
medio,medio,46000,36,0,no,posgrado,si
alto,medio,36000,54,1,si,licenciatura,si
bajo,bajo,17000,54,5,si,licenciatura,no
bajo,bajo,46000,55,6,no,ninguno,no
bajo,bajo,15000,59,4,no,licenciatura,no
alto,alto,56000,56,2,no,licenciatura,si
medio,medio,44000,32,1,si,licenciatura,no
bajo,bajo,28000,29,6,si,licenciatura,no
alto,alto,95000,48,0,si,posgrado,si
alto,alto,100000,47,1,si,posgrado,si
medio,medio,61000,23,2,si,posgrado,si
bajo,bajo,24000,56,4,si,licenciatura,no
bajo,bajo,49000,44,6,no,ninguno,no
medio,alto,97000,56,1,si,posgrado,si
alto,alto,81000,20,1,si,licenciatura,si
bajo,bajo,43000,36,4,si,licenciatura,no
bajo,bajo,31000,32,5,si,licenciatura,no
bajo,bajo,51000,27,4,no,ninguno,no
bajo,bajo,35000,20,6,si,ninguno,no
alto,medio,71000,51,1,si,licenciatura,no
medio,medio,49000,59,2,si,ninguno,si
alto,alto,71000,52,2,si,ninguno,si
alto,alto,82000,25,2,si,ninguno,si
bajo,bajo,46000,52,4,no,ninguno,no
alto,medio,36000,48,0,si,licenciatura,si
bajo,bajo,21000,39,4,si,posgrado,no
bajo,bajo,9000,50,6,si,licenciatura,no
bajo,bajo,46000,25,6,si,licenciatura,no
medio,medio,80000,26,0,si,licenciatura,si
